pr_id,pr_gene_id,pr_gene_symbol,pr_gene_title,pr_is_lm,pr_is_bing,gene_id
213844_at,3202,HOXA5,homeobox A5,1,1,3202
213150_at,3206,HOXA10,homeobox A10,1,1,3206
213419_at,323,APBB2,amyloid beta precursor protein binding family B member 2,1,1,323
202854_at,3251,HPRT1,hypoxanthine phosphoribosyltransferase 1,1,1,3251
203395_s_at,3280,HES1,hes family bHLH transcription factor 1,1,1,3280
202076_at,329,BIRC2,baculoviral IAP repeat containing 2,1,1,329
202500_at,3300,DNAJB2,DnaJ heat shock protein family (Hsp40) member B2,1,1,3300
200799_at,3303,HSPA1A,heat shock protein family A (Hsp70) member 1A,1,1,3303
211015_s_at,3308,HSPA4,heat shock protein family A (Hsp70) member 4,1,1,3308
208687_x_at,3312,HSPA8,heat shock protein family A (Hsp70) member 8,1,1,3312
201841_s_at,3315,HSPB1,heat shock protein family B (small) member 1,1,1,3315
202095_s_at,332,BIRC5,baculoviral IAP repeat containing 5,1,1,332
200807_s_at,3329,HSPD1,heat shock protein family D (Hsp60) member 1,1,1,3329
200666_s_at,3337,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1,1,1,3337
202637_s_at,3383,ICAM1,intercellular adhesion molecule 1,1,1,3383
204949_at,3385,ICAM3,intercellular adhesion molecule 3,1,1,3385
201565_s_at,3398,ID2,"inhibitor of DNA binding 2, dominant negative helix-loop-helix protein",1,1,3398
217496_s_at,3416,IDE,insulin degrading enzyme,1,1,3416
204191_at,3454,IFNAR1,interferon alpha and beta receptor subunit 1,1,1,3454
203381_s_at,348,APOE,apolipoprotein E,1,1,348
203627_at,3480,IGF1R,insulin like growth factor 1 receptor,1,1,3480
201393_s_at,3482,IGF2R,insulin like growth factor 2 receptor,1,1,3482
212143_s_at,3486,IGFBP3,insulin like growth factor binding protein 3,1,1,3486
215980_s_at,3508,IGHMBP2,immunoglobulin mu binding protein 2,1,1,3508
200602_at,351,APP,amyloid beta precursor protein,1,1,351
204781_s_at,355,FAS,Fas cell surface death receptor,1,1,355
209341_s_at,3551,IKBKB,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta",1,1,3551
205067_at,3553,IL1B,interleukin 1 beta,1,1,3553
203233_at,3566,IL4R,interleukin 4 receptor,1,1,3566
201887_at,3597,IL13RA1,interleukin 13 receptor subunit alpha 1,1,1,3597
201234_at,3611,ILK,integrin linked kinase,1,1,3611
202794_at,3628,INPP1,inositol polyphosphate-1-phosphatase,1,1,3628
201626_at,3638,INSIG1,insulin induced gene 1,1,1,3638
205055_at,3682,ITGAE,integrin subunit alpha E,1,1,3682
201125_s_at,3693,ITGB5,integrin subunit beta 5,1,1,3693
201466_s_at,3725,JUN,jun proto-oncogene,1,1,3725
213851_at,375346,TMEM110,transmembrane protein 110,1,1,375346
204679_at,3775,KCNK1,"potassium channel, two pore domain subfamily K, member 1",1,1,3775
203130_s_at,3800,KIF5C,kinesin family member 5C,1,1,3800
205051_s_at,3815,KIT,KIT proto-oncogene receptor tyrosine kinase,1,1,3815
200059_s_at,387,RHOA,ras homolog family member A,1,1,387
213689_x_at,388650,FAM69A,family with sequence similarity 69 member A,1,1,388650
200915_x_at,3895,KTN1,kinectin 1,1,1,3895
209608_s_at,39,ACAT2,acetyl-CoA acetyltransferase 2,1,1,39
203726_s_at,3909,LAMA3,laminin subunit alpha 3,1,1,3909
202117_at,392,ARHGAP1,Rho GTPase activating protein 1,1,1,392
200783_s_at,3925,STMN1,stathmin 1,1,1,3925
201795_at,3930,LBR,lamin B receptor,1,1,3930
208936_x_at,3964,LGALS8,"lectin, galactoside-binding, soluble, 8",1,1,3964
202726_at,3978,LIG1,"ligase I, DNA, ATP-dependent",1,1,3978
201847_at,3988,LIPA,"lipase A, lysosomal acid",1,1,3988
203570_at,4016,LOXL1,lysyl oxidase like 1,1,1,4016
201186_at,4043,LRPAP1,LDL receptor related protein associated protein 1,1,1,4043
210754_s_at,4067,LYN,"LYN proto-oncogene, Src family tyrosine kinase",1,1,4067
205398_s_at,4088,SMAD3,SMAD family member 3,1,1,4088
209166_s_at,4125,MAN2B1,mannosidase alpha class 2B member 1,1,1,4125
200768_s_at,4144,MAT2A,methionine adenosyltransferase 2A,1,1,4144
201152_s_at,4154,MBNL1,muscleblind like splicing regulator 1,1,1,4154
201555_at,4172,MCM3,minichromosome maintenance complex component 3,1,1,4172
210153_s_at,4200,ME2,"malic enzyme 2, NAD(+)-dependent, mitochondrial",1,1,4200
207968_s_at,4208,MEF2C,myocyte enhancer factor 2C,1,1,4208
204089_x_at,4216,MAP3K4,mitogen-activated protein kinase kinase kinase 4,1,1,4216
202016_at,4232,MEST,mesoderm specific transcript,1,1,4232
213702_x_at,427,ASAH1,N-acylsphingosine amidohydrolase (acid ceramidase) 1,1,1,427
217871_s_at,4282,MIF,macrophage migration inhibitory factor (glycosylation-inhibiting factor),1,1,4282
205451_at,4303,FOXO4,forkhead box O4,1,1,4303
204475_at,4312,MMP1,matrix metallopeptidase 1,1,1,4312
201069_at,4313,MMP2,matrix metallopeptidase 2,1,1,4313
203565_s_at,4331,MNAT1,MNAT CDK-activating kinase assembly factor 1,1,1,4331
219281_at,4482,MSRA,methionine sulfoxide reductase A,1,1,4482
207847_s_at,4582,MUC1,"mucin 1, cell surface associated",1,1,4582
201710_at,4605,MYBL2,v-myb avian myeloblastosis viral oncogene homolog-like 2,1,1,4605
202431_s_at,4609,MYC,v-myc avian myelocytomatosis viral oncogene homolog,1,1,4609
209304_x_at,4616,GADD45B,growth arrest and DNA damage inducible beta,1,1,4616
202555_s_at,4638,MYLK,myosin light chain kinase,1,1,4638
201976_s_at,4651,MYO10,myosin X,1,1,4651
222103_at,466,ATF1,activating transcription factor 1,1,1,466
204725_s_at,4690,NCK1,NCK adaptor protein 1,1,1,4690
210337_s_at,47,ACLY,ATP citrate lyase,1,1,47
207416_s_at,4775,NFATC3,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3",1,1,4775
205897_at,4776,NFATC4,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4",1,1,4776
201146_at,4780,NFE2L2,"nuclear factor, erythroid 2 like 2",1,1,4780
203574_at,4783,NFIL3,"nuclear factor, interleukin 3 regulated",1,1,4783
207535_s_at,4791,NFKB2,nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100),1,1,4791
201502_s_at,4792,NFKBIA,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha",1,1,4792
214062_x_at,4793,NFKBIB,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta",1,1,4793
203927_at,4794,NFKBIE,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon",1,1,4794
201243_s_at,481,ATP1B1,"ATPase, Na+/K+ transporting, beta 1 polypeptide",1,1,481
202891_at,4817,NIT1,nitrilase 1,1,1,4817
201158_at,4836,NMT1,N-myristoyltransferase 1,1,1,4836
205581_s_at,4846,NOS3,nitric oxide synthase 3,1,1,4846
203291_at,4850,CNOT4,CCR4-NOT transcription complex subunit 4,1,1,4850
218902_at,4851,NOTCH1,notch 1,1,1,4851
201695_s_at,4860,PNP,purine nucleoside phosphorylase,1,1,4860
202679_at,4864,NPC1,"Niemann-Pick disease, type C1",1,1,4864
203123_s_at,4891,SLC11A2,"solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2",1,1,4891
202647_s_at,4893,NRAS,neuroblastoma RAS viral (v-ras) oncogene homolog,1,1,4893
203675_at,4925,NUCB2,nucleobindin 2,1,1,4925
202900_s_at,4927,NUP88,nucleoporin 88kDa,1,1,4927
207877_s_at,4931,NVL,nuclear VCP-like,1,1,4931
205085_at,4998,ORC1,origin recognition complex subunit 1,1,1,4998
208950_s_at,501,ALDH7A1,aldehyde dehydrogenase 7 family member A1,1,1,501
208717_at,5018,OXA1L,oxidase (cytochrome c) assembly 1-like,1,1,5018
202780_at,5019,OXCT1,3-oxoacid CoA-transferase 1,1,1,5019
200816_s_at,5048,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1,1,1,5048
203228_at,5050,PAFAH1B3,platelet activating factor acetylhydrolase 1b catalytic subunit 3,1,1,5050
202627_s_at,5054,SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",1,1,5054
209615_s_at,5058,PAK1,p21 protein (Cdc42/Rac)-activated kinase 1,1,1,5058
209526_s_at,50810,HDGFRP3,"hepatoma-derived growth factor, related protein 3",1,1,50810
209029_at,50813,COPS7A,COP9 signalosome subunit 7A,1,1,50813
215093_at,50814,NSDHL,NAD(P) dependent steroid dehydrogenase-like,1,1,50814
218450_at,50865,HEBP1,heme binding protein 1,1,1,50865
203557_s_at,5092,PCBD1,pterin-4 alpha-carbinolamine dehydratase 1,1,1,5092
212694_s_at,5096,PCCB,propionyl-CoA carboxylase beta subunit,1,1,5096
219363_s_at,51001,MTERF3,mitochondrial transcription termination factor 3,1,1,51001
219082_at,51005,AMDHD2,amidohydrolase domain containing 2,1,1,51005
218170_at,51015,ISOC1,isochorismatase domain containing 1,1,1,51015
218046_s_at,51021,MRPS16,mitochondrial ribosomal protein S16,1,1,51021
218034_at,51024,FIS1,"fission, mitochondrial 1",1,1,51024
218193_s_at,51026,GOLT1B,golgi transport 1B,1,1,51026
209092_s_at,51031,GLOD4,glyoxalase domain containing 4,1,1,51031
218350_s_at,51053,GMNN,"geminin, DNA replication inhibitor",1,1,51053
217933_s_at,51056,LAP3,leucine aminopeptidase 3,1,1,51056
202847_at,5106,PCK2,phosphoenolpyruvate carboxykinase 2 (mitochondrial),1,1,5106
217950_at,51070,NOSIP,nitric oxide synthase interacting protein,1,1,51070
218102_at,51071,DERA,deoxyribose-phosphate aldolase (putative),1,1,51071
202174_s_at,5108,PCM1,pericentriolar material 1,1,1,5108
201825_s_at,51097,SCCPDH,saccharopine dehydrogenase (putative),1,1,51097
205202_at,5110,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,1,1,5110
201202_at,5111,PCNA,proliferating cell nuclear antigen,1,1,5111
218001_at,51116,MRPS2,mitochondrial ribosomal protein S2,1,1,51116
218679_s_at,51160,VPS28,vacuolar protein sorting 28 homolog (S. cerevisiae),1,1,51160
217989_at,51170,HSD17B11,hydroxysteroid (17-beta) dehydrogenase 11,1,1,51170
218039_at,51203,NUSAP1,nucleolar and spindle associated protein 1,1,1,51203
218206_x_at,51282,SCAND1,SCAN domain containing 1,1,1,51282
218529_at,51293,CD320,CD320 molecule,1,1,51293
217722_s_at,51335,NGRN,"neugrin, neurite outgrowth associated",1,1,51335
205573_s_at,51375,SNX7,sorting nexin 7,1,1,51375
208898_at,51382,ATP6V1D,"ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D",1,1,51382
219968_at,51385,ZNF589,zinc finger protein 589,1,1,51385
218292_s_at,51422,PRKAG2,protein kinase AMP-activated non-catalytic subunit gamma 2,1,1,51422
217825_s_at,51465,UBE2J1,"ubiquitin conjugating enzyme E2, J1",1,1,51465
217838_s_at,51466,EVL,Enah/Vasp-like,1,1,51466
217777_s_at,51495,HACD3,3-hydroxyacyl-CoA dehydratase 3,1,1,51495
205463_s_at,5154,PDGFA,platelet derived growth factor subunit A,1,1,5154
218050_at,51569,UFM1,ubiquitin-fold modifier 1,1,1,51569
208190_s_at,51599,LSR,lipolysis stimulated lipoprotein receptor,1,1,51599
210788_s_at,51635,DHRS7,dehydrogenase/reductase (SDR family) member 7,1,1,51635
217873_at,51719,CAB39,calcium binding protein 39,1,1,51719
221230_s_at,51742,ARID4B,AT-rich interaction domain 4B,1,1,51742
201102_s_at,5211,PFKL,"phosphofructokinase, liver",1,1,5211
200886_s_at,5223,PGAM1,phosphoglycerate mutase 1,1,1,5223
201968_s_at,5236,PGM1,phosphoglucomutase 1,1,1,5236
205450_at,5255,PHKA1,"phosphorylase kinase, alpha 1 (muscle)",1,1,5255
202738_s_at,5257,PHKB,"phosphorylase kinase, beta",1,1,5257
203709_at,5261,PHKG2,"phosphorylase kinase, gamma 2 (testis)",1,1,5261
204484_at,5287,PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,1,1,5287
204297_at,5289,PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3,1,1,5289
204369_at,5290,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",1,1,5290
202927_at,5300,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",1,1,5300
210145_at,5321,PLA2G4A,phospholipase A2 group IVA,1,1,5321
200078_s_at,533,ATP6V0B,"ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b",1,1,533
213384_x_at,5331,PLCB3,phospholipase C beta 3,1,1,5331
218375_at,53343,NUDT9,nudix hydrolase 9,1,1,53343
202240_at,5347,PLK1,polo like kinase 1,1,1,5347
201136_at,5355,PLP2,proteolipid protein 2 (colonic epithelium-enriched),1,1,5355
205190_at,5357,PLS1,plastin 1,1,1,5357
202446_s_at,5359,PLSCR1,phospholipid scramblase 1,1,1,5359
204285_s_at,5366,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1,1,1,5366
203201_at,5373,PMM2,phosphomannomutase 2,1,1,5373
208905_at,54205,CYCS,"cytochrome c, somatic",1,1,54205
203616_at,5423,POLB,"polymerase (DNA directed), beta",1,1,5423
205909_at,5427,POLE2,"polymerase (DNA directed), epsilon 2, accessory subunit",1,1,5427
212955_s_at,5438,POLR2I,"polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa",1,1,5438
201174_s_at,54386,TERF2IP,"telomeric repeat binding factor 2, interacting protein",1,1,54386
202635_s_at,5440,POLR2K,"polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa",1,1,5440
219821_s_at,54438,GFOD1,glucose-fructose oxidoreductase domain containing 1,1,1,54438
218474_s_at,54442,KCTD5,potassium channel tetramerization domain containing 5,1,1,54442
208716_s_at,54499,TMCO1,transmembrane and coiled-coil domains 1,1,1,54499
212648_at,54505,DHX29,DEAH-box helicase 29,1,1,54505
218695_at,54512,EXOSC4,exosome component 4,1,1,54512
202887_s_at,54541,DDIT4,DNA damage inducible transcript 4,1,1,54541
202093_s_at,54623,PAF1,"PAF1 homolog, Paf1/RNA polymerase II complex component",1,1,54623
37152_at,5467,PPARD,peroxisome proliferator activated receptor delta,1,1,5467
208510_s_at,5468,PPARG,peroxisome proliferator activated receptor gamma,1,1,5468
222125_s_at,54681,P4HTM,"prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)",1,1,54681
218826_at,54733,SLC35F2,solute carrier family 35 member F2,1,1,54733
204517_at,5480,PPIC,peptidylprolyl isomerase C,1,1,5480
219711_at,54807,ZNF586,zinc finger protein 586,1,1,54807
220127_s_at,54850,FBXL12,F-box and leucine-rich repeat protein 12,1,1,54850
218104_at,54881,TEX10,testis expressed 10,1,1,54881
221741_s_at,54915,YTHDF1,YTH N(6)-methyladenosine RNA binding protein 1,1,1,54915
218794_s_at,54957,TXNL4B,thioredoxin like 4B,1,1,54957
204788_s_at,5498,PPOX,protoporphyrinogen oxidase,1,1,5498
219352_at,55008,HERC6,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6,1,1,55008
217872_at,55011,PIH1D1,PIH1 domain containing 1,1,1,55011
218852_at,55012,PPP2R3C,"protein phosphatase 2 regulatory subunit B'', gamma",1,1,55012
219390_at,55033,FKBP14,FK506 binding protein 14,1,1,55033
218399_s_at,55038,CDCA4,cell division cycle associated 4,1,1,55038
218290_at,55111,PLEKHJ1,pleckstrin homology domain containing J1,1,1,55111
218595_s_at,55127,HEATR1,HEAT repeat containing 1,1,1,55127
218910_at,55129,ANO10,anoctamin 10,1,1,55129
218108_at,55148,UBR7,ubiquitin protein ligase E3 component n-recognin 7 (putative),1,1,55148
220643_s_at,55179,FAIM,Fas apoptotic inhibitory molecule,1,1,55179
202187_s_at,5525,PPP2R5A,"protein phosphatase 2 regulatory subunit B', alpha",1,1,5525
217761_at,55256,ADI1,acireductone dioxygenase 1,1,1,55256
203338_at,5529,PPP2R5E,"protein phosphatase 2 regulatory subunit B', epsilon",1,1,5529
202394_s_at,55324,ABCF3,ATP binding cassette subfamily F member 3,1,1,55324
201494_at,5547,PRCP,prolylcarboxypeptidase,1,1,5547
204143_s_at,55556,ENOSF1,enolase superfamily member 1,1,1,55556
219573_at,55604,LRRC16A,leucine rich repeat containing 16A,1,1,55604
218093_s_at,55608,ANKRD10,ankyrin repeat domain 10,1,1,55608
221610_s_at,55620,STAP2,signal transducing adaptor family member 2,1,1,55620
202801_at,5566,PRKACA,protein kinase cAMP-activated catalytic subunit alpha,1,1,5566
217900_at,55699,IARS2,"isoleucyl-tRNA synthetase 2, mitochondrial",1,1,55699
202184_s_at,55746,NUP133,nucleoporin 133kDa,1,1,55746
217752_s_at,55748,CNDP2,CNDP dipeptidase 2 (metallopeptidase M20 family),1,1,55748
221856_s_at,55793,FAM63A,family with sequence similarity 63 member A,1,1,55793
202545_at,5580,PRKCD,protein kinase C delta,1,1,5580
212689_s_at,55818,KDM3A,lysine (K)-specific demethylase 3A,1,1,55818
221142_s_at,55825,PECR,peroxisomal trans-2-enoyl-CoA reductase,1,1,55825
206099_at,5583,PRKCH,protein kinase C eta,1,1,5583
202623_at,55837,EAPP,E2F-associated phosphoprotein,1,1,55837
218597_s_at,55847,CISD1,CDGSH iron sulfur domain 1,1,1,55847
210038_at,5588,PRKCQ,protein kinase C theta,1,1,5588
218149_s_at,55893,ZNF395,zinc finger protein 395,1,1,55893
213233_s_at,55958,KLHL9,kelch like family member 9,1,1,55958
203218_at,5601,MAPK9,mitogen-activated protein kinase 9,1,1,5601
210058_at,5603,MAPK13,mitogen-activated protein kinase 13,1,1,5603
204756_at,5607,MAP2K5,mitogen-activated protein kinase kinase 5,1,1,5607
204061_at,5613,PRKX,"protein kinase, X-linked",1,1,5613
207808_s_at,5627,PROS1,protein S (alpha),1,1,5627
201212_at,5641,LGMN,legumain,1,1,5641
201185_at,5654,HTRA1,HtrA serine peptidase 1,1,1,5654
218086_at,56654,NPDC1,"neural proliferation, differentiation and control, 1",1,1,56654
217758_s_at,56889,TM9SF3,transmembrane 9 superfamily member 3,1,1,56889
219461_at,56924,PAK6,p21 protein (Cdc42/Rac)-activated kinase 6,1,1,56924
218845_at,56940,DUSP22,dual specificity phosphatase 22,1,1,56940
209040_s_at,5696,PSMB8,proteasome subunit beta 8,1,1,5696
202659_at,5699,PSMB10,proteasome subunit beta 10,1,1,5699
218168_s_at,56997,ADCK3,aarF domain containing kinase 3,1,1,56997
208424_s_at,57019,CIAPIN1,cytokine induced apoptosis inhibitor 1,1,1,57019
56197_at,57048,PLSCR3,phospholipid scramblase 3,1,1,57048
200830_at,5708,PSMD2,"proteasome 26S subunit, non-ATPase 2",1,1,5708
200882_s_at,5710,PSMD4,"proteasome 26S subunit, non-ATPase 4",1,1,5710
205607_s_at,57147,SCYL3,"SCY1-like, kinase-like 3",1,1,57147
203897_at,57149,LYRM1,LYR motif containing 1,1,1,57149
207805_s_at,5715,PSMD9,"proteasome 26S subunit, non-ATPase 9",1,1,5715
219485_s_at,5716,PSMD10,"proteasome 26S subunit, non-ATPase 10",1,1,5716
212124_at,57178,ZMIZ1,"zinc finger, MIZ-type containing 1",1,1,57178
219952_s_at,57192,MCOLN1,mucolipin 1,1,1,57192
209364_at,572,BAD,BCL2 associated agonist of cell death,1,1,572
200814_at,5720,PSME1,proteasome activator subunit 1,1,1,5720
201762_s_at,5721,PSME2,proteasome activator subunit 2,1,1,5721
212910_at,57215,THAP11,THAP domain containing 11,1,1,57215
221552_at,57406,ABHD6,abhydrolase domain containing 6,1,1,57406
204748_at,5743,PTGS2,prostaglandin-endoperoxide synthase 2,1,1,5743
208820_at,5747,PTK2,protein tyrosine kinase 2,1,1,5747
202716_at,5770,PTPN1,"protein tyrosine phosphatase, non-receptor type 1",1,1,5770
218145_at,57761,TRIB3,tribbles pseudokinase 3,1,1,57761
206687_s_at,5777,PTPN6,"protein tyrosine phosphatase, non-receptor type 6",1,1,5777
202996_at,57804,POLD4,"polymerase (DNA-directed), delta 4, accessory subunit",1,1,57804
202006_at,5782,PTPN12,"protein tyrosine phosphatase, non-receptor type 12",1,1,5782
207238_s_at,5788,PTPRC,"protein tyrosine phosphatase, receptor type C",1,1,5788
200636_s_at,5792,PTPRF,"protein tyrosine phosphatase, receptor type F",1,1,5792
203038_at,5796,PTPRK,"protein tyrosine phosphatase, receptor type K",1,1,5796
208478_s_at,581,BAX,BCL2-associated X protein,1,1,581
219076_s_at,5827,PXMP2,peroxisomal membrane protein 2,1,1,5827
201087_at,5829,PXN,paxillin,1,1,5829
202148_s_at,5831,PYCR1,pyrroline-5-carboxylate reductase 1,1,1,5831
202990_at,5836,PYGL,"phosphorylase, glycogen, liver",1,1,5836
217995_at,58472,SQRDL,sulfide quinone reductase-like (yeast),1,1,58472
217956_s_at,58478,ENOPH1,enolase-phosphatase 1,1,1,58478
209586_s_at,58497,PRUNE,prune exopolyphosphatase,1,1,58497
217789_at,58533,SNX6,sorting nexin 6,1,1,58533
203582_s_at,5867,RAB4A,"RAB4A, member RAS oncogene family",1,1,5867
209515_s_at,5873,RAB27A,"RAB27A, member RAS oncogene family",1,1,5873
207419_s_at,5880,RAC2,"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)",1,1,5880
204828_at,5883,RAD9A,RAD9 checkpoint clamp component A,1,1,5883
206066_s_at,5889,RAD51C,RAD51 paralog C,1,1,5889
205130_at,5891,MOK,MOK protein kinase,1,1,5891
214435_x_at,5898,RALA,v-ral simian leukemia viral oncogene homolog A (ras related),1,1,5898
202100_at,5899,RALB,v-ral simian leukemia viral oncogene homolog B,1,1,5899
209050_s_at,5900,RALGDS,ral guanine nucleotide dissociation stimulator,1,1,5900
203911_at,5909,RAP1GAP,RAP1 GTPase activating protein,1,1,5909
202677_at,5921,RASA1,RAS p21 protein activator 1,1,1,5921
203132_at,5925,RB1,retinoblastoma 1,1,1,5925
202040_s_at,5927,KDM5A,lysine (K)-specific demethylase 5A,1,1,5927
208711_s_at,595,CCND1,cyclin D1,1,1,595
203685_at,596,BCL2,B-cell CLL/lymphoma 2,1,1,596
205205_at,5971,RELB,v-rel avian reticuloendotheliosis viral oncogene homolog B,1,1,5971
203696_s_at,5982,RFC2,replication factor C subunit 2,1,1,5982
203209_at,5985,RFC5,replication factor C subunit 5,1,1,5985
